1.23,0.14,10.73
1.3,0.11,10.88
1.31,0.25,10.81
1.29,0.28,10.86
1.25,0.13,10.8
1.22,0.18,10.85
1.26,0.16,10.76
1.34,0.17,10.77
1.27,0.23,10.55
1.23,0.09,10.8
1.25,0.18,10.98
1.12,0.17,10.96
1.23,0.28,10.8
1.2,0.29,10.77
1.17,0.32,10.96
1.18,0.37,10.87
1.17,0.31,10.84
1.2,0.36,10.75
1.21,0.37,10.8
1.21,0.4,10.72
1.21,0.48,10.83
1.13,0.5,10.88
1.03,0.45,11.01
1.05,0.34,11.01
1.03,0.62,10.81
1.14,0.63,10.75
1.09,0.59,10.75
1.14,0.63,10.85
1.02,0.63,10.98
1.03,0.46,10.91
1.1,0.86,10.56
1.16,0.85,10.7
1.1,0.84,10.9
1.07,0.92,10.7
1.09,0.92,10.82
1.05,0.91,10.88
1.13,0.86,10.84
1.05,0.94,10.73
1.03,0.92,10.8
1.06,0.92,10.71
0.97,0.99,10.94
1.02,0.91,10.8
1.09,0.95,10.81
1.05,0.88,10.74
1.1,0.93,10.8
1.12,1,10.78
1.13,1.03,10.79
1.08,1.03,10.75
1.06,0.98,10.79
1.08,0.91,10.9
1.15,1,10.73
1.07,1,10.8
0.95,0.99,10.79
1.03,0.99,10.76
1.08,1.08,10.78
1.01,1,10.75
1.03,0.99,10.72
1.1,1,10.67
1.05,0.98,10.75
0.97,1.03,10.84
0.95,1.04,10.87
1.06,1.04,10.77
0.96,1.03,10.74
1.04,1,10.83
1.03,1.07,10.68
1.08,1.08,10.81
0.99,1.08,10.84
1.06,1.07,10.79
0.96,0.95,10.86
0.96,0.94,10.71
1.05,1,10.81
1.05,0.97,11.06
1.05,1.11,10.87
1,1.08,10.89
1.01,1.01,10.94
1.06,0.94,10.8
1.13,1.02,10.76
1.05,1.02,10.75
1.08,1.05,10.7
1.12,0.93,10.91
1.05,0.93,10.79
1.13,0.92,10.81
1.08,0.87,10.96
1.11,0.86,10.84
1.2,0.86,10.64
1.18,0.73,10.75
1.13,0.68,10.93
1.17,0.74,10.76
1.24,0.64,10.78
1.22,0.77,10.58
1.2,0.67,10.94
1.19,0.64,10.81
1.16,0.57,10.91
1.13,0.55,10.78
1.18,0.58,10.8
1.19,0.74,10.64
1.16,0.61,10.76
1.19,0.54,10.86
1.22,0.38,10.87
1.21,0.4,10.92
1.22,0.35,10.9
1.25,0.4,10.72
1.27,0.55,10.69
1.17,0.38,11.07
1.26,0.45,10.72
1.45,0.11,10.67
1.2,0.26,10.65
1.24,0.27,10.86
1.25,0.23,10.92
1.33,0.27,10.8
1.3,0.23,10.86
1.34,-0.01,10.72
1.36,0.02,10.72
1.24,-0.12,10.8
1.31,0.13,10.9
1.33,0.14,11.03
1.3,0.09,10.95
1.24,0.06,10.92
1.34,-0.03,10.76
1.33,0.06,10.76
1.32,0.05,10.84
1.31,0.09,10.88
1.26,0.05,10.81
1.31,-0.06,10.74
1.25,0,10.84
1.34,-0.01,10.78
1.37,0.05,10.79
1.28,0.12,10.81
1.32,-0.03,10.72
1.27,0.1,10.95
1.39,0.03,10.81
1.5,0.01,10.52
1.31,0.11,10.86
1.32,0.08,11.06
1.33,0.02,10.76
1.32,-0.01,10.64
1.26,0.1,10.68
1.23,0.06,11.03
1.28,0.19,10.97
1.26,0.3,10.87
1.32,0.26,10.55
1.19,0.24,10.99
1.08,0.31,10.98
1.2,0.33,10.72
1.17,0.32,10.78
1.1,0.29,10.88
1.18,0.45,10.92
1.11,0.43,10.84
1.1,0.49,10.73
1.26,0.54,10.72
1.1,0.45,10.88
1.05,0.45,10.94
1.06,0.41,10.84
1.09,0.62,10.82
1.11,0.67,10.74
1.11,0.55,10.81
1.06,0.6,10.89
1.12,0.62,10.9
1.07,0.68,10.86
1.1,0.61,10.76
1.01,0.59,10.96
1.04,0.69,10.66
1.08,0.72,10.8
1,0.73,10.9
1.07,0.68,10.88
1.07,0.68,10.94
1.08,0.78,10.76
1,0.74,10.89
1.09,0.88,10.81
1.05,0.81,10.77
1.04,0.84,10.88
1.08,0.84,10.78
0.94,0.82,10.85
1.07,0.82,10.92
0.98,0.88,10.89
1.01,0.9,10.75
1.11,0.96,10.64
1.04,0.8,10.8
1.12,0.86,10.76
1.08,0.97,10.84
1.09,0.82,10.82
1.03,0.76,10.82
0.97,0.79,10.81
0.99,0.73,10.86
1.04,0.9,10.81
1.03,0.92,10.77
1.08,0.81,10.77
1.07,0.8,10.91
1.06,0.78,10.86
1.08,0.91,10.74
1,0.79,10.77
1.06,0.93,10.88
1.07,0.87,10.75
1.06,0.84,10.71
1.05,0.87,11.01
0.95,0.89,11.79
0.98,1.25,10.36
1.26,0.47,10.08
1.11,0.48,11.09
1.12,0.83,10.86
1.17,0.84,10.84
1.14,0.59,10.72
1.08,0.52,10.84
1.17,0.53,10.78
1.17,0.51,10.72
1.21,0.56,10.77
1.32,0.53,10.8
1.12,0.56,10.45
