0.97,1.21,10.94
0.92,1.24,10.66
1.04,1.3,10.65
0.96,1.21,10.74
1.01,1.21,10.84
1.02,1.26,10.84
0.97,1.21,10.83
0.94,1.22,10.79
0.9,1.15,10.79
0.92,1.17,10.74
0.95,1.21,10.81
0.92,1.28,10.64
0.95,1.15,10.92
0.95,1.2,10.79
0.93,1.15,10.77
0.89,1.14,10.83
0.94,1.14,10.86
0.86,1.19,10.77
0.99,1.22,10.65
0.95,1.09,10.91
0.7,1.1,10.91
0.88,1.17,10.79
0.94,1.11,10.82
0.83,1.2,10.77
0.89,1.09,10.85
0.92,1.11,10.78
0.89,1.11,10.73
0.94,1.19,10.69
0.85,1.18,10.8
0.95,1.17,10.77
0.85,1.12,10.92
0.95,1.19,10.79
0.88,1.2,10.89
0.83,1.14,11.01
0.9,1.19,10.84
0.93,1.25,10.82
1.06,1.32,10.67
1.02,1.26,10.65
1.08,1.21,10.69
1.11,1.36,10.65
0.97,1.37,10.84
1.11,1.34,10.69
1.01,1.16,10.64
1.07,1.28,10.8
1.07,1.21,10.75
1.16,1.4,10.63
1.17,1.5,10.58
1.17,1.26,10.77
1.11,1.27,10.85
1.2,1.36,10.72
1.24,1.36,10.73
1.09,1.29,10.8
1.14,1.37,10.69
1.15,1.37,10.67
1.29,1.26,10.8
1.22,1.35,10.63
1.17,1.34,10.67
1.16,1.29,10.79
1.21,1.35,10.77
1.16,1.33,10.81
1.24,1.36,10.69
1.27,1.44,10.65
1.22,1.4,10.75
1.29,1.36,10.77
1.27,1.34,10.65
1.19,1.34,10.84
1.19,1.28,10.76
1.33,1.37,10.61
1.31,1.4,10.68
1.33,1.38,10.6
1.25,1.31,10.79
1.29,1.43,10.59
1.34,1.47,10.55
1.29,1.39,10.73
1.18,1.39,10.82
1.31,1.48,10.48
1.39,1.43,10.59
1.36,1.38,10.68
1.33,1.35,10.69
1.33,1.45,10.68
1.36,1.4,10.76
1.44,1.47,10.54
1.37,1.31,10.47
1.33,1.41,10.39
1.37,1.45,10.41
1.44,1.47,10.42
1.31,1.23,10.92
1.19,1.44,10.98
1.09,1.37,11.01
1.13,1.39,10.74
1.26,1.37,10.63
1.22,1.29,10.78
1.14,1.27,10.84
1.18,1.43,10.66
1.1,1.32,10.67
1.02,1.19,10.77
1.06,1.22,10.85
1.05,1.25,10.87
1.09,1.37,10.77
1.1,1.38,10.62
1.12,1.23,10.85
1.01,1.26,10.84
0.96,1.27,10.76
1.01,1.21,10.72
1.03,1.26,10.81
1.06,1.24,10.78
0.98,1.28,10.8
1,1.25,10.86
0.99,1.37,10.5
1.08,1.17,10.59
0.92,1.16,10.84
0.88,1.2,10.85
0.97,1.25,10.71
1,1.27,10.72
0.98,1.28,10.78
0.86,1.15,10.85
0.96,1.23,10.66
0.97,1.19,10.81
0.91,1.17,10.79
1,1.25,10.75
0.89,1.14,10.78
0.9,1.2,10.83
0.86,1.24,10.72
0.9,1.22,10.75
0.97,1.14,10.83
0.89,1.21,10.78
0.95,1.23,10.93
0.92,1.19,10.73
0.9,1.27,10.79
0.97,1.3,10.79
0.85,1.22,10.78
0.94,1.25,10.76
1.01,1.32,10.6
1.01,1.25,10.83
0.9,1.19,11
0.94,1.23,10.82
1.04,1.34,10.8
