9.954,19.006,24.515,21.851,22.683,27.326,27.864,27.086,24.48,25.12,26.844,24.48,23.789,25.86,22.857,25.619,25.528,21.888,22.864,22.82,25.56,25.492,22.938,25.373,22.218,24.752,24.515,21.718,23.472,19.563,19.165,20.304,24.439,20.614,21.173,24.067,24.433,23.06,20.304,20.7,21.085,20.029,19.165,20.614,18.13,20.868,21.64,19.165,21.173,21.851,24.679,24.324,22.805,25.031,22.909,24.733,24.847,22.346,24.387,20.808,19.809,21.823,26.736,23.172,23.247,26.808,27.108,26.123,23.813,24.439,26.123,23.643,23.472,25.875,23.568,26.702,27.27,24.27,25.017,25.017,27.646,27.294,24.616,27.007,23.587,25.592,25.439,22.909,24.733,21.14,19.809,1.4061,1.0925,0.93306,0.91509,0.60874,0.53131,0.55392,0.70336,0.78192,0.67754,0.95545,1.0459,0.94187,1.1863,1.1205,1.1762,1.5072,1.6716,1.8139,1.7845,1.801,1.9501,1.8039,2.0708,1.8607,1.8126,1.9015,1.5706,1.491,1.4061,0.58412,0.252,0.057175,0.063892,-0.24647,-0.30794,-0.26212,-0.051634,0.019419,0.087943,0.24891,0.38122,0.47367,0.71496,0.67131,0.82198,1.233,1.2587,1.375,1.273,1.2889,1.4149,1.2255,1.3679,1.2111,1.1209,1.0615,0.78135,0.66263,0.58412,1.073,0.7082,0.53165,0.51068,0.17756,0.1711,0.27737,0.45857,0.56045,0.47959,0.85078,1.0012,0.91272,1.1727,1.1174,1.0975,1.387,1.4952,1.5626,1.4836,1.4592,1.6063,1.4697,1.6898,1.5139,1.4866,1.5742,1.2835,1.1601,1.073
9.9742,20.457,24.751,23.311,24.285,28.013,28.526,27.925,24.974,25.129,27.051,24.914,24.327,26.74,24.134,26.556,25.875,22.318,22.409,22.995,25.673,26.328,23.441,26.631,23.101,25.219,24.933,22.959,23.822,21.333,19.121,21.206,24.803,21.674,22.251,25.448,25.283,23.978,21.03,20.859,22.131,19.751,19.291,21.807,18.586,21.27,21.844,19.766,20.905,21.75,25.46,25.591,23.045,26.324,23.376,26.005,25.831,23.543,24.914,21.596,19.291,22.894,27.142,24.221,24.708,27.699,27.56,26.803,24.343,24.41,26.477,24.09,23.376,26.655,24.547,27.117,27.56,24.451,24.914,25.215,27.895,28.128,25.001,28.163,24.436,26.149,25.575,24.28,25.35,22.474,20.261,1.8679,1.6013,1.4143,1.3619,0.98602,0.90299,1.0257,1.2667,1.2197,1.1045,1.4054,1.3918,1.3947,1.6822,1.5463,1.5738,1.901,2.1098,2.1567,2.1114,2.3268,2.4706,2.2484,2.4456,2.1921,2.1768,2.3176,2.0765,1.8804,1.8679,1.0606,0.75053,0.51211,0.51832,0.079333,0.026082,0.2199,0.48809,0.50939,0.38698,0.76571,0.86353,0.79352,1.3146,1.1246,1.2069,1.5561,1.7247,1.7427,1.5491,1.6837,1.9016,1.5877,1.7882,1.4677,1.4223,1.5265,1.2132,1.0687,1.0606,1.5356,1.2227,0.93919,0.94223,0.55482,0.5662,0.78644,1.0054,0.97654,0.92223,1.2721,1.3552,1.3796,1.6725,1.5478,1.5212,1.7889,1.9244,1.9251,1.8398,2.0019,2.145,1.8688,2.091,1.8159,1.8622,2.0482,1.7776,1.5837,1.5356
9.9942,12.128,23.831,15.375,15.138,26.649,26.579,26.67,15.005,13.762,23.841,12.165,11.858,21.858,11.526,22.895,23.535,10.176,9.6124,13.097,23.864,24.048,12.452,24.346,14.927,23.307,23.267,11.736,21.59,10.977,8.4729,7.1653,20.176,12.128,10.777,20.684,21.4,22.623,12.347,13.632,22.926,12.623,13.33,24.666,14.155,24.19,24.067,13.127,10.777,13.442,21.773,21.05,8.0154,20.498,11.858,19.971,21.279,11.526,22.322,12.128,10.176,10.568,21.378,13.097,8.726,16.34,14.036,11.736,-8.5168,-1.5271,11.026,1.4832,7.1653,20.948,9.6124,21.641,22.774,11.736,11.351,12.623,24.494,25.54,14.537,27.878,19.916,28.604,29.113,20.087,29.077,19.789,16.874,14.394,14.252,13.902,13.936,13.568,13.422,13.359,13.24,12.967,13.206,13.395,13.418,13.655,13.845,14.214,14.229,14.462,14.29,14.473,14.48,14.444,14.42,14.516,14.38,14.425,14.385,14.178,14.048,13.908,14.394,13.377,13.121,12.963,13.332,12.887,13.046,13.018,12.795,12.841,12.883,12.958,12.903,12.882,12.981,13.296,13.245,13.117,13.323,13.321,13.264,13.327,13.34,13.484,13.643,13.56,13.559,13.446,13.31,13.097,13.377,12.475,12.433,11.846,11.558,11.64,11.47,11.704,12.031,12.402,13.378,13.285,13.963,13.404,13.376,13.79,13.689,13.764,13.673,13.621,13.725,13.693,13.601,13.581,13.465,13.322,13.083,12.722,12.469,12.311,12.475
10.014,10.015,23.788,13.994,15.214,26.065,26.419,26.299,15.81,12.936,23.788,12.658,10.461,21.725,12.658,22.699,23.282,13.17,12.936,13.601,24.048,23.642,12.004,23.983,14.707,22.936,23.054,11.853,21.53,10.865,9.4517,8.3123,20.199,9.1759,9.9558,19.926,21.31,21.721,12.292,10.617,23.155,12.292,12.292,24.112,14.201,24.027,23.8,12.658,12.004,12.292,21.362,20.693,10.015,19.343,12.936,20.003,20.777,11.366,21.768,12.658,10.015,10.617,21.6,9.1759,7.0046,16.374,13.601,11.576,1.3226,-1.6877,12.186,6.6374,7.0046,20.159,9.6477,21.413,22.849,13.054,12.69,12.658,24.52,25.33,13.994,27.682,19.046,28.229,29.029,18.71,29.122,18.39,15.917,13.472,13.371,12.949,13.036,12.631,12.474,12.523,12.488,12.191,12.314,12.623,12.553,12.787,13.111,13.366,13.448,13.303,13.671,13.676,13.659,13.683,13.671,13.722,13.706,13.656,13.629,13.471,13.313,13.069,13.472,12.654,12.265,11.838,12.117,12.007,11.97,12.139,12.264,11.888,12.054,12.154,12.023,12,12.231,12.426,12.381,12.141,12.494,12.522,12.419,12.412,12.569,12.625,12.696,12.876,12.776,12.687,12.583,12.268,12.654,12.064,11.545,10.984,10.917,10.768,10.703,10.827,10.791,11.442,12.608,12.951,12.549,12.798,12.974,13.17,13.124,12.926,13.108,13.011,13.179,13.157,13.088,13.091,12.969,12.842,12.675,12.39,12.168,11.833,12.064
10.034,10.521,23.323,14.608,14.162,26.421,26.837,26.199,16.233,15.012,24.346,12.563,11.534,22.3,11.865,23.016,23.515,14.501,12.135,12.021,24.244,24.062,13.337,24.333,14.162,23.196,22.673,12.46,21.809,10.183,9.6196,8.4802,20.439,10.064,9.8156,20.124,21.336,21.796,13.337,14.067,24.369,13.586,11.534,24.062,13.795,24.44,23.663,13.639,13.104,12.46,22.617,22.105,11.534,19.873,8.4802,20.618,20.759,11.403,22.242,11.49,11.358,11.033,21.648,10.183,9.5523,17.885,13.222,10.521,-1.5198,2.6299,11.661,4.5008,8.7332,20.212,11.661,21.924,22.855,13.769,13.074,12.826,24.909,26.018,15.836,27.547,17.565,28.678,28.992,19.155,29.019,17.379,16.114,14.066,13.897,13.373,13.42,13.111,12.976,13.005,13.059,12.844,12.881,13.188,13.39,13.33,13.784,13.999,14.081,13.798,14.28,13.934,14.241,14.27,14.55,14.374,14.21,14.253,14.223,14.207,13.999,13.61,14.066,13.11,12.837,12.276,12.567,12.473,12.479,12.701,12.753,12.502,12.646,12.647,12.793,12.673,12.863,12.992,13.052,12.815,12.889,12.696,13.065,13.111,13.257,13.285,13.108,13.445,13.412,13.389,13.141,12.697,13.11,12.581,12.145,11.389,11.595,11.141,11.064,11.393,10.648,13.169,13.209,13.125,13.209,13.238,13.37,13.629,13.648,13.297,13.728,13.523,13.615,13.662,13.644,13.6,13.506,13.321,13.123,12.878,12.639,12.232,12.581
10.054,10.84,23.886,14.123,14.468,26.438,26.571,26.207,15.219,15.437,24.206,13.16,11.088,22.298,11.92,22.988,23.579,11.92,12.19,13.278,24.401,23.984,13.16,23.886,13.393,23.622,23.207,11.589,21.725,11.458,8.4478,6.8606,19.928,7.1089,11.546,20.197,21.04,21.716,13.85,13.189,24.043,12.881,14.218,24.218,14.663,24.49,24.408,13.505,11.589,12.685,22.179,21.04,11.716,20.179,9.6076,19.449,20.539,11.088,21.852,13.16,8.7059,10.119,21.636,9.8709,8.7059,17.06,13.85,10.577,1.5458,-1.4645,11.92,5.5252,5.6956,19.928,9.675,21.716,23.469,12.077,13.16,14.556,24.834,25.843,16.389,27.302,19.097,28.693,28.806,18.367,29.208,17.674,15.696,14.608,14.395,13.942,14.033,13.798,13.672,13.621,13.585,13.498,13.531,13.404,13.927,14.018,14.183,14.686,14.731,14.814,14.844,14.781,14.956,14.977,15.118,15.041,15.076,15.008,14.895,14.865,14.605,14.465,14.608,13.334,13.335,12.926,13.134,12.984,13.029,13.065,13.037,12.895,12.992,12.913,13.033,12.965,13.077,13.325,13.298,13.35,13.23,13.321,13.292,13.233,13.197,13.355,13.526,13.507,13.551,13.261,13.245,13.154,13.334,12.775,12.495,11.888,12.008,11.719,11.641,11.958,13.601,13.673,13.715,13.637,13.765,13.72,13.587,14.05,14.008,13.994,13.917,14.072,14.057,14.024,13.875,13.907,13.856,13.705,13.506,13.11,12.898,12.789,12.775
10.074,10.773,23.725,14.212,14.58,26.985,26.66,26.396,15.29,14.645,24.418,12.97,9.9599,22.298,12.009,22.97,23.893,12.774,13.337,13.278,23.929,23.983,12.774,24.161,14.752,23.547,23.459,13.002,22.162,9.9599,8.6245,7.7627,20.649,8.6245,10.327,21.005,21.569,22.544,12.774,13.73,23.459,13.249,13.482,24.832,13.676,24.665,24.307,12.279,12.279,13.218,22.791,22.268,11.129,20.315,8.7949,20.666,21.04,11.547,22.005,11.503,8.6245,10.208,21.822,10.666,9.9599,17.878,13.249,10.929,-5.3549,-1.3755,12.604,4.6451,6.9496,21.005,12.279,21.805,23.337,13.482,14.688,13.939,24.477,26.033,14.49,27.446,18.999,28.878,29.1,19.269,29.225,18.744,16.95,15.068,14.947,14.557,14.6,14.189,14.08,14.068,14.17,13.932,13.937,14.019,14.186,14.367,14.472,15.006,15.071,15.138,15.263,15.236,15.254,15.287,15.184,15.356,15.288,15.184,15.162,14.918,14.883,14.657,15.068,14.067,13.877,13.449,13.526,13.479,13.497,13.641,13.965,13.403,13.529,13.544,13.457,13.421,13.58,13.891,13.794,13.796,13.92,13.614,13.773,13.843,13.686,13.902,13.915,14.07,14.02,13.626,13.726,13.458,14.067,13.404,13.124,12.356,12.38,12.202,12.254,12.361,13.324,13.888,14.131,14.09,13.972,14.139,14.334,14.549,14.429,14.476,14.431,14.509,14.501,14.5,14.478,14.401,14.323,14.116,13.895,13.585,13.376,13.147,13.404
10.094,10.745,23.094,15.6,16.164,26.547,26.616,26.616,16.119,14.714,24.111,11.318,11.318,22.304,12.279,23.001,23.503,13.183,13.755,13.755,24.111,23.891,11.825,24.137,14.631,23.283,23.492,12.42,22.012,10.143,6.0747,7.0137,20.024,10.024,10.945,21.112,21.35,22.246,10.536,13.73,24.111,13.755,13.41,24.751,12.818,24.602,23.809,13.094,12.59,12.095,22.54,22.217,9.5799,20.172,8.4404,20.719,21.098,11.318,22.53,12.314,8.4404,10.589,22.084,11.318,8.6935,17.074,14.461,11.825,-8.5493,-1.5596,11.704,7.5786,7.9828,20.361,10.945,21.49,22.59,13.153,11.621,12.59,24.64,25.43,15.43,27.491,19.58,28.612,29.172,18.308,28.985,17.934,16.502,14.101,14.017,13.559,13.698,13.214,13.048,13.078,13.256,12.729,12.902,13.065,13.112,13.319,13.726,13.955,13.972,13.845,14.194,13.996,14.102,14.207,14.217,14.202,14.116,14.068,13.973,13.749,13.734,13.458,14.101,13.198,12.909,12.477,13.067,12.518,12.444,12.584,12.637,12.278,12.49,12.514,12.265,12.388,12.48,12.767,12.624,12.566,12.69,12.584,12.619,12.653,12.565,12.827,13.006,12.859,12.911,12.877,12.65,12.432,13.198,12.379,12.168,11.416,11.544,11.181,11.115,11.446,11.979,13.267,13.121,13.557,13.243,13.214,13.227,13.531,13.525,13.283,13.745,13.463,13.518,13.559,13.494,13.464,13.337,13.136,12.962,12.629,12.468,12.113,12.379
10.114,11.495,23.508,16.466,16.864,26.448,26.613,26.618,15.587,12.944,23.088,9.8748,11.109,21.86,11.495,22.58,23.04,11.109,11.495,14.359,23.331,23.285,11.772,24.515,16.085,22.777,23.294,12.885,21.319,12.211,8.2312,8.2312,19.391,11.772,12.105,20.489,20.495,22.218,10.38,11.886,22.684,13.52,14.915,24.146,14.685,24.043,23.854,8.1435,11.923,12.105,21.18,20.272,8.4016,20.321,13.818,19.598,21.087,12.577,21.905,12.855,10.326,11.616,21.28,12.855,9.8748,17.841,13.818,11.285,-5.7482,-1.7688,11.109,3.546,8.2312,20.19,11.772,21.608,22.464,10.326,11.495,13.746,24.191,25.174,14.896,27.601,20.272,28.445,29.065,19.541,29.211,19.875,14.896,14.695,14.513,14.086,14.103,13.857,13.725,13.68,13.616,13.386,13.584,13.869,14.023,14.038,14.224,14.664,14.707,14.799,14.804,14.882,14.992,14.986,15.039,15.032,15.023,14.982,14.95,14.687,14.628,14.37,14.695,13.488,13.455,13.064,13.164,13.175,13.192,13.263,13.269,13.051,13.176,13.218,13.133,13.066,13.004,13.479,13.422,13.281,13.555,13.343,13.375,13.445,13.465,13.562,13.763,13.777,13.762,13.504,13.424,13.353,13.488,13.164,12.656,12.183,11.96,11.799,11.741,11.865,11.843,13.955,13.936,13.891,13.723,13.836,13.811,14.2,14.169,14.11,13.909,14.038,14.182,14.155,14.116,14.083,14.008,13.845,13.666,13.312,13.062,12.787,13.164
10.134,12.747,23.654,14.294,15.51,26.551,26.621,26.77,16.479,14.015,23.674,11.058,12.474,21.808,11.927,22.67,23.181,12.236,14.344,14.62,23.65,23.674,13.139,23.918,15.672,23.483,23.302,11.838,22.247,10.839,8.3239,8.5198,20.597,8.7681,8.3239,20.994,21.417,22.411,12.866,12.699,23.346,13.139,13.05,24.649,12.499,23.887,24.115,12.747,11.838,11.808,22.66,22.458,10.238,20.644,12.042,20.501,20.961,12.575,21.832,11.838,9.4889,10.195,21.696,10.448,10.839,17.462,14.344,12.575,2.4992,-2.8156,9.6886,2.2359,6.3226,20.107,10.569,21.778,22.692,11.53,13.312,12.343,24.593,25.525,14.54,27.943,19.875,28.674,29.209,18.701,28.918,19.274,15.314,15.296,15.079,14.59,14.773,14.286,14.159,14.197,14.343,13.712,13.991,14.22,14.089,14.411,14.644,15.036,15.11,15.005,15.23,15.094,15.263,15.369,15.316,15.337,15.286,15.197,15.107,15.022,14.883,14.597,15.296,13.927,13.993,13.592,13.819,13.591,13.534,13.757,13.806,13.195,13.617,13.698,13.472,13.504,13.715,13.912,13.79,13.778,13.985,13.72,13.764,13.832,13.869,14.008,13.929,14.037,13.993,13.849,13.799,13.475,13.927,13.423,13.238,12.562,12.561,12.171,12.093,12.308,13.103,13.771,14.109,14.438,14.429,14.177,14.248,14.522,14.549,14.507,14.574,14.354,14.432,14.546,14.524,14.415,14.256,14.023,13.83,13.519,13.365,12.947,13.423
