MeanSC11,MeanSC12,MeanSC13,MeanSC14,MeanSC15,MeanSC16,MeanSC17,MeanSC18,MeanSC19,MeanSC20,MedianSC11,MedianSC12,MedianSC13,MedianSC14,MedianSC15,MedianSC16,MedianSC17,MedianSC18,MedianSC19,MedianSC20,MAVSC11,MAVSC12,MAVSC13,MAVSC14,MAVSC15,MAVSC16,MAVSC17,MAVSC18,MAVSC19,MAVSC20,SSISC11,SSISC12,SSISC13,SSISC14,SSISC15,SSISC16,SSISC17,SSISC18,SSISC19,SSISC20,RMSSC11,RMSSC12,RMSSC13,RMSSC14,RMSSC15,RMSSC16,RMSSC17,RMSSC18,RMSSC19,RMSSC20,VarSC11,VarSC12,VarSC13,VarSC14,VarSC15,VarSC16,VarSC17,VarSC18,VarSC19,VarSC20,KurtSC11,KurtSC12,KurtSC13,KurtSC14,KurtSC15,KurtSC16,KurtSC17,KurtSC18,KurtSC19,KurtSC20,SkwSC11,SkwSC12,SkwSC13,SkwSC14,SkwSC15,SkwSC16,SkwSC17,SkwSC18,SkwSC19,SkwSC20,Label1
0.63007227,0.64637523,0.59051802,0.65696329,0.46494858,0.6303094,0.45920065,0.47995631,0.66539945,0.67933683,0.65360965,0.67036889,0.61479753,0.68878529,0.47894507,0.65072965,0.47173954,0.49279258,0.69004337,0.70258444,1.717786,1.6937518,1.5587199,1.6141449,1.6484681,1.6019082,1.5968617,1.50873,1.2795377,1.2214355,7860.6143,7694.2799,7680.3502,7060.862,6753.7514,6521.2733,6307.384,5971.3829,4104.805,3785.4291,2.8036787,2.7738565,2.7713445,2.6572283,2.5987981,2.5536784,2.5114506,2.4436413,2.0260318,1.9456179,0.014998561,0.015261544,0.010669806,0.020956495,0.008743007,0.012159605,0.008867587,0.010001844,0.015750835,0.013154132,12.165752,11.484856,14.504692,10.415943,10.894445,11.898663,10.503744,9.107506,8.9587168,10.582081,-2.6658608,-2.6402545,-3.0163536,-2.6129695,-1.8429633,-2.4111218,-1.7269898,-1.5049828,-2.1165948,-2.3304857,3
0.591237405,0.586108043,0.588780319,0.658125334,0.745253782,0.674478395,0.74228358,0.687424193,0.628040578,0.667183818,0.597703524,0.585291116,0.586321551,0.668736696,0.760642148,0.679722974,0.750435275,0.699346723,0.653383188,0.685755609,1.50480132,1.50615809,1.47696567,1.30360132,1.23429267,1.35124572,1.20551062,1.12831837,1.13642941,1.11380822,5258.33699,5174.04682,4707.61175,4295.0515,4259.3642,4193.34445,3656.91298,2705.12569,2383.88253,2343.20979,2.29310641,2.27465312,2.16970315,2.0724506,2.06382272,2.04776572,1.91230567,1.64472663,1.54398268,1.53075465,0.018439016,0.017708089,0.019890431,0.014343914,0.013344411,0.014581329,0.009452928,0.013105462,0.024959542,0.017707977,6.07318964,6.06221329,5.61953634,8.62716536,12.546381,8.40823216,17.1298651,9.6846336,5.24590532,6.64816578,-0.820170711,-0.523755266,-0.406937361,-1.43193871,-2.24175436,-1.1904172,-2.4496228,-1.75530387,-1.2800165,-1.39811622,3
0.827398574,0.689712762,0.77204847,0.633192923,0.668123138,0.760621301,0.727555295,0.756744725,0.723745538,0.738364828,0.850086307,0.689481714,0.796207897,0.628390676,0.670143244,0.777587081,0.720799747,0.763869988,0.717383662,0.741539988,1.5555981,1.61362127,1.39453739,1.6029396,1.47536915,1.24496387,1.297748,1.13819968,1.20538255,1.09030082,7492.8031,6087.51239,5517.16699,5493.8068,5357.31688,4115.87579,3896.48807,3400.60702,3294.86774,2842.65836,2.73866818,2.46852304,2.35004036,2.34505994,2.31574601,2.02977727,1.97494012,1.84499622,1.81608533,1.68686214,0.017877651,0.01634867,0.022105936,0.019951944,0.015467245,0.016435547,0.012940654,0.011338441,0.011045399,0.010208248,13.0737253,7.38993395,9.99267894,5.69322819,8.33255761,10.0477658,9.18620417,13.4912009,10.2744086,13.0213993,-2.87279729,-1.25442317,-2.38368362,-0.813953608,-1.39548922,-2.11738919,-1.23313118,-2.15120521,-1.21357113,-1.64894649,3
0.684823951,0.523993188,0.640826861,0.613172997,0.840380617,0.541498015,0.871431528,0.783641374,0.607756284,0.709107876,0.720382785,0.540830007,0.671788089,0.637126116,0.883874699,0.57152761,0.911347411,0.831443123,0.64367965,0.743524288,1.74356693,1.64947111,1.74158186,1.67711686,1.69989631,1.64635735,1.65122019,1.67035783,1.62651794,1.5683982,8167.73204,8111.21753,7940.1478,7664.91667,7166.22506,6949.36411,6921.7173,6716.75032,6664.92653,6138.90995,2.85935446,2.84944501,2.81923676,2.76994391,2.67832008,2.63748373,2.63223212,2.59296622,2.5829437,2.47892215,0.014752895,0.009174124,0.014405632,0.013048542,0.016984928,0.012206807,0.015142055,0.020841573,0.012894526,0.010437131,12.9098176,12.1308817,10.2973516,10.0158147,13.7083598,10.7328029,16.3573631,10.7327909,10.568607,15.2561445,-2.84078699,-2.14926121,-2.42885732,-2.32838541,-2.98529395,-2.38000462,-3.22332554,-2.66791351,-2.50697016,-3.02213177,3
0.67791615,0.72225138,0.63119757,0.70740927,0.62600002,0.67739746,0.62100449,0.63998485,0.65414433,0.65156224,0.70422684,0.75026752,0.6573899,0.7446091,0.65854834,0.70435327,0.65120596,0.66748185,0.68172083,0.67228728,0.768504,0.65847879,0.69549526,0.6889554,0.67666541,0.6060106,0.6196945,0.57083503,0.54219394,0.52120638,1059.4523,799.05542,793.55261,790.49465,741.24956,687.84682,629.65579,548.31551,517.49797,501.5852,1.029812,0.89434628,0.89126144,0.88954254,0.86138931,0.82978031,0.79390558,0.74085381,0.71973327,0.70858118,0.021312252,0.021324426,0.01739668,0.020294564,0.021388947,0.022548711,0.021724033,0.022682879,0.022419232,0.022647163,5.699473,6.8101178,4.7458207,5.8959608,4.1175663,6.3666595,4.4004231,4.907133,5.4335764,5.4656699,-1.1924241,-1.5473578,-0.92726455,-1.3063089,-0.89223962,-1.444063,-0.9130383,-0.99511121,-1.1312591,-1.1196366,1
0.56590262,0.54439141,0.63395672,0.56102024,0.48653965,0.64105094,0.62140894,0.64195413,0.65666317,0.56298681,0.58361932,0.55310349,0.6733006,0.57339111,0.49449109,0.68902075,0.64924954,0.69027656,0.69510552,0.59478946,1.1360223,1.1095843,1.0400935,0.9775994,0.93746698,0.96029222,0.84142516,0.81275542,0.68427847,0.58275058,2036.1394,1799.2484,1686.4551,1447.2175,1394.6111,1321.3123,1099.2077,973.5022,721.92507,505.7911,1.4443713,1.3577526,1.3145057,1.2177047,1.195368,1.1635307,1.0612433,0.99871957,0.86004496,0.71988096,0.017891369,0.029719116,0.034839518,0.020380171,0.020817132,0.035117497,0.020542967,0.043969023,0.039825772,0.033619606,3.7704895,2.6894586,3.4814715,3.195884,3.5551141,2.7679596,3.8715115,2.7802035,3.1174443,2.658773,-0.56983366,-0.2198111,-0.84617018,-0.33963541,-0.4112052,-0.73975392,-0.72433007,-0.75565142,-0.78455645,-0.51469931,1
0.55472527,0.62770442,0.55064085,0.63874554,0.55896312,0.580369,0.6233752,0.59448545,0.5172527,0.51924334,0.57181626,0.6319779,0.55945271,0.63869856,0.56424277,0.5877536,0.62273418,0.59797612,0.52506887,0.5257022,0.62635098,0.52600978,0.53223367,0.52021425,0.5269913,0.51247233,0.50162685,0.49916521,0.51677887,0.4632356,671.67018,545.85677,515.01853,513.40189,512.66927,487.62632,484.81512,474.55413,469.95737,373.48513,0.81996495,0.73919089,0.71800701,0.71687921,0.71636754,0.69865187,0.69663507,0.68922359,0.68587739,0.61144009,0.030275624,0.022626281,0.02157214,0.020010521,0.021289501,0.018647861,0.018721614,0.019678964,0.022151569,0.015256858,3.526533,5.9605383,4.8781366,5.7941561,5.0912075,5.5626922,5.5363965,5.2716367,3.7815035,4.421086,-0.38931326,-0.91983734,-0.59995532,-0.83933063,-0.72825554,-0.68981914,-0.71267305,-0.58977759,-0.15888453,0.039655992,1
0.4747117,0.376746,0.3563116,0.3081855,0.3487345,0.3414061,0.3421655,0.3540149,0.3712596,0.4148821,0.4856222,0.3878448,0.3659696,0.3174946,0.3555422,0.3436833,0.3516351,0.3576891,0.372112,0.4180879,0.5592324,0.5544386,0.5104253,0.4957347,0.4620483,0.459336,0.4106855,0.3655625,0.3500509,0.3204246,639.1995,617.5396,564.0162,488.8424,434.9383,388.49,339.5284,265.0135,235.2788,224.5,0.7998996,0.7862301,0.7513859,0.6995225,0.6598285,0.6236015,0.5829822,0.5150522,0.4852981,0.4740514,0.005990679,0.007819279,0.007819407,0.006895486,0.006153962,0.006156023,0.00581239,0.004333858,0.005038169,0.00478069,10.39543,8.207816,8.703445,10.43015,10.81502,10.00885,11.61604,16.24359,13.19142,14.65716,-0.9407043,-0.5706477,-0.6088105,0.01250878,0.03836328,0.2487607,0.02978462,0.5261965,0.1538911,-0.5765497,1
0.7503306,0.6462091,0.6766716,0.6398344,0.6941325,0.6788834,0.6813686,0.6716671,0.6853232,0.6207149,0.7665379,0.6763007,0.6967028,0.66962,0.7212952,0.7022047,0.7105074,0.6957881,0.7058076,0.6432144,0.4911383,0.5081003,0.5205016,0.4978602,0.4804407,0.4553769,0.4642015,0.4414733,0.4272152,0.4227436,512.0603,504.4212,500.1464,489.1007,444.3393,396.0159,385.9829,353.5014,340.4903,316.5677,0.7159419,0.7105815,0.7075642,0.6997073,0.6669213,0.6296128,0.6215861,0.5948574,0.5838074,0.562925,0.01674267,0.02614949,0.02374644,0.02598104,0.02433303,0.0218529,0.02245642,0.02031397,0.01989085,0.02460402,7.875121,5.414819,5.140032,5.74978,5.785003,5.438351,5.020809,4.918937,5.08335,4.461517,-1.757674,-1.368438,-1.129088,-1.462664,-1.375565,-1.264746,-1.081864,-1.000286,-1.029032,-0.9936224,1
0.1859714,0.19596361,0.21075901,0.33891207,0.42778422,0.25979178,0.36494546,0.45098728,0.42716126,0.47142885,0.1880558,0.1970387,0.21237077,0.34457995,0.42496735,0.26487099,0.36441209,0.45461105,0.43241487,0.47873023,0.61547861,0.60141533,0.55354879,0.59827802,0.56479559,0.50931674,0.53021915,0.51909629,0.50524463,0.49911967,677.79986,669.64377,582.91149,547.48594,516.14303,483.95647,474.33754,458.91073,426.68687,403.88394,0.82328601,0.81831765,0.7634864,0.73992293,0.71843095,0.6956698,0.68872167,0.6774295,0.65321273,0.63551864,0.005784293,0.006269118,0.006075309,0.014027741,0.010893019,0.006404722,0.017504117,0.01013512,0.020065429,0.020449335,20.825126,17.850639,17.721759,3.9816916,4.3932639,13.424034,3.6557596,4.9460026,3.4226037,3.2325969,1.8928278,1.572625,1.5748072,0.15357689,-0.036578138,1.0133263,-0.019090199,-0.26558089,-0.14744625,-0.17342281,1
0.302056,0.2733795,0.3367777,0.2425854,0.2228673,0.4070913,0.3552378,0.3943477,0.3799259,0.4219579,0.3077248,0.2845746,0.3431797,0.2523322,0.2224166,0.4182375,0.3616989,0.4021932,0.3867992,0.4363599,0.5606235,0.577753,0.4950597,0.5626072,0.574986,0.5452366,0.4551992,0.5108693,0.5308299,0.540038,610.502,598.499,589.6832,589.3812,562.4731,501.8042,498.593,478.9517,477.4448,467.5812,0.7817373,0.7740143,0.7682926,0.7680958,0.7503573,0.7087359,0.7064645,0.6924096,0.6913196,0.6841413,0.004048411,0.006602703,0.003191811,0.00690696,0.007055388,0.01606199,0.003041471,0.005648109,0.007271628,0.01069915,22.68295,11.17386,31.93825,11.92801,11.82361,3.912902,31.8987,10.08168,6.926677,4.286045,1.411551,0.5746823,1.362421,0.5976889,1.07077,-0.5540059,1.006543,-0.0644122,0.04955096,-0.2430263,1
0.79255175,0.74567711,0.69226857,0.68585559,0.69042602,0.65096502,0.77479579,0.68699891,0.68437062,0.77157572,0.81029501,0.76977399,0.71061015,0.69977466,0.70708759,0.68255334,0.79641154,0.71115392,0.70550225,0.79280852,0.61202384,0.60592833,0.61032127,0.5952444,0.58409932,0.61048323,0.49162428,0.56055837,0.56161565,0.41636087,683.43954,624.76568,606.61792,558.26728,537.28333,535.10556,494.98156,467.0892,467.08708,365.27767,0.82670402,0.79042121,0.77885681,0.74717286,0.73299613,0.7315091,0.70354926,0.68343925,0.68343769,0.60438206,0.016407331,0.020385927,0.020014278,0.019916588,0.017371084,0.02893069,0.019412035,0.022470897,0.020177308,0.018494824,8.2983393,6.2165627,5.0237431,4.3543501,4.920425,2.7880528,8.5121956,3.662563,4.075764,8.8292604,-1.6691282,-1.2721474,-0.93755176,-0.71280803,-0.77215128,-0.52347747,-1.8656087,-0.67762169,-0.69890139,-1.9271735,1
0.5981788,0.6866121,0.6844484,0.7239722,0.7445651,0.6110524,0.6538966,0.6507359,0.6686808,0.6489193,0.62574,0.7104472,0.711025,0.7505366,0.7761159,0.6237213,0.6743209,0.6786753,0.6933955,0.6673189,0.6329113,0.5413928,0.5299131,0.5088389,0.4917336,0.5227785,0.4976765,0.4834538,0.4727521,0.4812958,687.489,544.7271,527.8647,498.0831,485.031,456.2116,449.9225,437.0247,417.3103,413.2072,0.8295644,0.7384256,0.7269066,0.7061032,0.6967902,0.6757724,0.6710983,0.6614093,0.6463188,0.6431336,0.02022402,0.02283046,0.02354509,0.01841634,0.02258212,0.02938796,0.01550783,0.02894206,0.0266269,0.03015839,4.563442,5.374796,5.629552,7.377625,7.263706,3.96024,6.252343,4.801184,5.058565,4.600818,-1.052648,-1.301963,-1.320317,-1.636963,-1.765299,-0.8087814,-1.251087,-1.160481,-1.227485,-1.064616,1
0.39810248,0.41588788,0.46915415,0.34865088,0.57754789,0.58525751,0.77119072,0.67757383,0.60255019,0.57734503,0.39716216,0.41635717,0.46949362,0.34084427,0.60044422,0.5987385,0.7920523,0.69506224,0.6262522,0.59182501,1.0843417,1.0978154,1.0415979,0.94176235,0.94095886,0.87875887,0.53706338,0.56363339,0.48605079,0.46549683,1996.4928,1989.4506,1948.4251,1573.5505,1280.7924,1219.2166,722.95553,504.13008,414.94638,384.61843,1.4428612,1.4403143,1.4253862,1.2809467,1.15566,1.1275379,0.86825339,0.72504006,0.65778912,0.63329454,0.018277212,0.02170825,0.011210975,0.013737112,0.034984553,0.035291941,0.014763696,0.021700949,0.031313088,0.02900979,4.6284886,4.0317352,6.3366299,7.6757763,2.865127,3.1804544,15.164761,4.4942066,3.9301826,4.0042418,0.25686604,0.16173774,0.2264758,1.2439395,-0.4012515,-0.50941211,-2.7559931,-0.74458744,-0.80697713,-0.74298244,1
0.88676157,0.90231973,0.91437365,0.89654136,0.89514716,0.88669677,0.91313795,0.86856035,0.87841903,0.84544454,0.90072375,0.91643915,0.92787221,0.90842371,0.90592949,0.89812427,0.92385228,0.87984345,0.88633659,0.85367704,0.65879974,0.64027284,0.63378244,0.60823091,0.63951382,0.62267582,0.56541269,0.61624695,0.53434383,0.51048803,1592.6993,1560.8476,1552.0161,1526.1716,1460.6926,1457.4028,1430.9739,1402.1763,1071.801,799.81016,1.2620219,1.2493389,1.2457994,1.2353832,1.2085911,1.2072294,1.1962332,1.1841352,1.0352782,0.89432106,0.006846244,0.007100251,0.007308329,0.007001017,0.006692196,0.007171657,0.006839329,0.007225961,0.006312668,0.006700173,56.702306,57.40736,58.619525,58.837816,57.396435,54.820395,63.450852,49.271004,59.08151,44.710568,-6.1344423,-6.2290676,-6.3335909,-6.3933209,-6.0866798,-6.062427,-6.7134673,-5.6337629,-6.1575329,-4.9101838,2
0.83290932,0.81850986,0.8097914,0.80167469,0.80567032,0.75088279,0.74200176,0.72962315,0.74015458,0.59980157,0.84303268,0.82816868,0.81651972,0.81235756,0.81528084,0.75770512,0.75369731,0.74115233,0.75084424,0.59953356,0.57965069,0.46031501,0.45057694,0.48750825,0.47196975,0.57891201,0.54005066,0.48867718,0.48969083,0.54391175,1381.8605,1214.2706,933.38341,916.20894,899.42168,771.17179,725.56717,630.12295,616.58304,493.27216,1.1755256,1.1019395,0.9661177,0.95718804,0.94837845,0.87816387,0.85180231,0.79380284,0.78522802,0.70233337,0.010750886,0.007997298,0.009995622,0.010589206,0.008943923,0.014120947,0.012820759,0.011307211,0.013658103,0.022233917,34.061687,42.589274,30.728186,27.917021,31.886644,12.608629,14.050447,15.16486,14.513412,4.4963955,-4.8486753,-5.5170135,-4.5715712,-4.2678259,-4.4949594,-2.1318077,-2.5353014,-2.6285273,-2.5912082,-0.55891462,2
0.89647136,0.89151347,0.88967022,0.89112743,0.89720411,0.88812692,0.89111854,0.90474674,0.8902864,0.88220469,0.90579111,0.89662249,0.89817697,0.9030099,0.90745409,0.89559833,0.89701851,0.91327386,0.89796089,0.89252864,0.66881493,0.63103141,0.65201709,0.6609574,0.66114749,0.60835713,0.60606138,0.62533112,0.58872422,0.60540742,2572.9583,2550.1951,2206.3073,2198.5873,2184.7484,2109.8972,2092.7371,2084.7665,1952.0518,1795.5162,1.604847,1.5977321,1.4861076,1.4835053,1.478829,1.4532753,1.4473534,1.4445945,1.3978576,1.3406392,0.007322048,0.006445909,0.007190572,0.008553334,0.00759459,0.007829539,0.006998563,0.007134358,0.007757955,0.008288158,54.492191,67.389124,55.824228,44.606215,51.275368,49.190435,60.075655,58.912196,50.725199,42.568326,-6.3415144,-7.1285826,-6.3164596,-5.688509,-6.039301,-5.986573,-6.6126334,-6.532261,-6.0830507,-5.4489487,2
0.87796241,0.85983646,0.85652817,0.83764301,0.85801445,0.84401515,0.82606443,0.80610351,0.82500953,0.7285702,0.88364965,0.86840588,0.86174241,0.84608145,0.86432649,0.84672917,0.83043124,0.81395635,0.83541548,0.73349353,0.68165545,0.59453742,0.55385015,0.58269686,0.56221656,0.66884168,0.5646385,0.5678772,0.55120869,0.60661659,2308.2197,1788.5915,1470.0938,1427.1271,1424.0689,1421.7754,988.21817,949.7774,898.25906,738.68238,1.5200428,1.3380515,1.213081,1.195222,1.1939407,1.1929789,0.99458905,0.97505288,0.94823954,0.85989639,0.007276215,0.007263301,0.007445431,0.00771767,0.007645393,0.007589443,0.007883023,0.008098108,0.008677907,0.009759452,57.876295,58.633152,52.622002,48.033514,49.374654,41.719804,35.508871,31.721537,33.023208,13.109498,-6.4953147,-6.5880909,-6.1593751,-5.7400766,-5.8661116,-4.8038058,-4.3577854,-3.985888,-4.2975282,-1.6711875,2
0.87490957,0.8428265,0.85055804,0.85907974,0.85092184,0.82428115,0.80016932,0.83744515,0.79467665,0.70661458,0.88283257,0.85138394,0.86269924,0.87068423,0.85986934,0.83945585,0.80342397,0.84607955,0.80490816,0.70863366,0.50046917,0.4687233,0.51604392,0.4522227,0.44136408,0.64781447,0.54012922,0.501951,0.50667991,0.49369721,1602.9026,1556.5433,1248.6082,1084.5038,1078.1678,1030.3466,920.18897,876.21702,746.01352,556.65604,1.2666914,1.2482393,1.1179705,1.0419162,1.0388681,1.0155678,0.9597448,0.93653303,0.86415293,0.74646718,0.006397365,0.007175317,0.008075123,0.007540629,0.00694991,0.010696397,0.00761485,0.008447141,0.008831316,0.00824591,67.783815,58.878208,47.806946,53.710076,57.464365,22.827429,34.985698,34.05664,26.446324,17.178881,-7.1711446,-6.8507927,-5.873678,-6.3440524,-6.5207998,-3.3419841,-4.3108808,-4.4670222,-3.601079,-2.1164861,2
0.8817324,0.85574057,0.8339331,0.83236858,0.81805855,0.76490639,0.66421527,0.72618419,0.70517638,0.68547301,0.89408917,0.86733234,0.84808949,0.84639111,0.83506809,0.77820371,0.67829313,0.73778577,0.71473268,0.69031343,0.51432819,0.50039179,0.5380586,0.40902009,0.42487931,0.52318997,0.57469543,0.49305414,0.41703614,0.48298725,1558.784,1549.2164,1034.3392,812.80897,811.28126,784.72548,629.39092,548.50838,425.04292,418.59249,1.2485127,1.2446752,1.0170247,0.90155919,0.90071153,0.88584732,0.79334161,0.74061352,0.65195316,0.64698724,0.009132211,0.010170794,0.010915137,0.012416205,0.013218131,0.012493551,0.020044059,0.01747378,0.01180259,0.015915046,44.098372,37.737287,27.7496,26.729908,23.983669,16.957811,6.3006021,10.168188,12.725206,6.4231819,-5.8793825,-5.4350803,-4.2778248,-4.5156521,-4.1969159,-2.897039,-1.1947577,-1.9264409,-2.0787398,-0.96273682,2
0.91075157,0.80270707,0.89975524,0.52433708,0.63541385,0.62560483,0.88112994,0.56507733,0.63152044,0.40853185,0.92661224,0.81777464,0.91411579,0.53250896,0.64534686,0.63555551,0.89552761,0.57286016,0.63988385,0.41536187,0.67708811,0.7250221,0.65434664,0.7552497,0.79762721,0.65710996,0.65119997,0.65339948,0.6474697,0.74945628,2423.5622,2375.4124,2300.0605,2215.71,2117.0605,2100.1891,2070.422,1860.1567,1806.7363,1531.4225,1.5567794,1.5412373,1.516595,1.4885261,1.4550122,1.4492029,1.4388961,1.3638756,1.3441489,1.2375066,0.00922494,0.009080142,0.008654687,0.004316461,0.005459688,0.004828869,0.009483022,0.004397382,0.004864739,0.00464717,49.425951,35.941597,47.959414,28.26409,30.40184,39.64347,40.456689,31.214496,38.363812,18.644498,-6.2004447,-5.1338073,-6.0444727,-3.2262843,-3.9368352,-4.9467987,-5.5041892,-3.7492478,-4.6778152,-0.9057439,2
0.62252687,0.64516689,0.86643335,0.67274302,0.89987119,0.87563269,0.65942453,0.86154698,0.90399494,0.83636781,0.64000486,0.66300156,0.89262342,0.68790827,0.92347025,0.90420289,0.67728948,0.88596878,0.92819393,0.85641994,0.62086112,0.61288158,0.61915016,0.55309853,0.55493813,0.6113726,0.57023035,0.62254678,0.51415904,0.50553079,1277.2454,1247.083,1227.1345,1214.63,1213.2573,1208.5097,1193.398,1190.8369,996.71391,881.21951,1.1307183,1.1172875,1.1083153,1.102654,1.1020307,1.0998725,1.0929742,1.0918008,0.99885516,0.93920265,0.007773982,0.007110381,0.013809797,0.006198082,0.011560813,0.015435139,0.006520005,0.012503911,0.011322214,0.008922086,23.935788,27.18294,26.82525,33.796736,35.867743,26.302117,31.835712,26.794091,34.282231,34.716736,-3.7826689,-4.0483454,-4.2578905,-4.691717,-5.1196981,-4.2475165,-4.4933603,-4.1759773,-4.9532996,-4.7879574,2
0.89569795,0.90451618,0.89222364,0.90285743,0.90360268,0.90795359,0.90437048,0.90230927,0.89938718,0.91130478,0.91086381,0.91930481,0.90670901,0.92107056,0.91677661,0.92108366,0.91817601,0.91566877,0.91418172,0.93113101,0.56357333,0.53082033,0.50085379,0.53438879,0.50903933,0.5229121,0.53210168,0.50815929,0.51519364,0.51339787,1774.488,1646.2618,1549.807,1535.8926,1529.5251,1490.9491,1489.8822,1442.1347,1406.595,1248.4498,1.3320991,1.2830674,1.2449124,1.2393113,1.2367397,1.2210443,1.2206073,1.2008891,1.1859996,1.1173405,0.009543394,0.009357828,0.009958524,0.009646713,0.008620587,0.009488508,0.009713539,0.009848568,0.009911883,0.00975181,47.201048,49.847181,48.156816,47.607627,54.967374,50.683929,46.938409,46.675843,47.071407,45.794281,-6.0916132,-6.2874352,-6.2656969,-6.1190899,-6.58147,-6.2847412,-6.0168908,-6.0431278,-6.0561345,-5.9024299,2
0.70421092,0.36774541,0.49838085,0.82772646,0.23609302,0.3316533,0.71155135,0.2814881,0.75418325,0.38356197,0.7081,0.36854733,0.50273526,0.83823105,0.23433199,0.32903557,0.7113008,0.27897886,0.76064794,0.3864286,0.91636051,0.90619328,0.68299793,0.69233842,0.82879028,0.8174396,0.77608199,0.78075933,0.71245537,0.71819949,1706.5497,1439.4537,1254.2449,1221.063,1213.5936,1184.2838,1113.167,1043.0524,999.12721,954.4322,1.3070034,1.2003727,1.1204911,1.1055701,1.1021835,1.0887926,1.0555952,1.0218104,1.0000637,0.9774393,0.012053403,0.004463624,0.003610173,0.010187535,0.005239324,0.007012604,0.012335294,0.005338522,0.012890284,0.004014762,15.464008,14.930926,30.672798,28.984127,17.114465,7.8814959,11.557067,13.574264,13.54082,16.424002,-2.3650006,0.15631453,-2.6248185,-3.8785769,1.3619927,0.23843423,-1.714673,0.99568475,-2.0635454,0.12952831,2
0.82725536,0.84405517,0.87978601,0.77361341,0.87273373,0.86073758,0.85696993,0.80491845,0.70850253,0.65239875,0.84993701,0.86930923,0.90916235,0.79673703,0.90002732,0.88779148,0.8838701,0.83106431,0.72797265,0.66614952,0.90030028,0.90284606,0.92478348,0.85785552,0.91060862,0.88096665,0.84171833,0.80778002,0.71453987,0.6178479,2880.4646,2779.9616,2760.484,2607.7973,2559.7602,2366.1668,2166.2943,2093.6625,1710.4517,1149.8004,1.6980424,1.668156,1.6623018,1.6156756,1.6007256,1.5390047,1.4725701,1.4476734,1.3084968,1.072824,0.008945217,0.010288203,0.012668161,0.008815571,0.012356471,0.012169508,0.012020688,0.010778324,0.008288368,0.007252531,35.810906,31.268431,27.411375,30.520413,25.904388,26.202554,26.350337,25.686447,26.581594,22.698042,-4.9738801,-4.6110861,-4.3137904,-4.5850959,-4.0917102,-4.1297963,-4.1622506,-4.1232349,-4.1284378,-3.4659629,3
0.69067312,0.8315647,0.77775815,0.89171692,0.80570087,0.60204066,0.74552559,0.70198842,0.83467316,0.60509279,0.71551898,0.85872275,0.80907153,0.91844971,0.82941984,0.63105563,0.76588546,0.72584744,0.8619779,0.63281986,1.1779121,1.1499356,1.1985571,1.0987149,1.095222,1.1725272,1.0089617,1.0006701,0.98896571,1.0863415,4878.4795,4848.9879,4815.9789,4772.56,4364.9123,4092.0285,3969.9718,3654.7812,3647.0524,3430.6937,2.2098332,2.2031436,2.195632,2.1857121,2.0902826,2.0238885,1.9934758,1.9127048,1.9106813,1.85314,0.01227208,0.01662009,0.018536417,0.017386676,0.013171409,0.014802429,0.01132041,0.012367284,0.017211759,0.013255397,18.762173,20.882234,16.974605,23.42291,20.904506,13.594619,23.861887,19.632307,19.15461,13.547694,-3.6984687,-3.9770197,-3.5571494,-4.2388692,-3.9187784,-3.0412965,-4.1849128,-3.7868667,-3.8184337,-2.9666854,3
0.82051372,0.8230478,0.91444045,0.91644258,0.91355416,0.92377157,0.92746346,0.78995387,0.7771287,0.89515329,0.83883029,0.84259917,0.93704316,0.94070013,0.93341487,0.94168747,0.94627895,0.80759331,0.79141,0.9208128,1.1334307,1.1018526,1.115099,1.1037039,0.95818524,0.87189584,0.9044134,0.9925876,0.83350622,0.9894373,4770.428,4625.5757,4393.3836,4393.3826,3810.9463,3750.1753,3724.5733,3721.7585,3424.5415,2871.4568,2.1841309,2.1507152,2.09604,2.0960398,1.9521645,1.9365369,1.9299154,1.929186,1.8505517,1.6945373,0.007114023,0.007018194,0.008499093,0.009011801,0.007931749,0.007235331,0.007918686,0.00656736,0.005285655,0.010117071,46.497028,47.380233,49.519947,46.216836,52.2875,61.703909,56.563215,44.999925,57.972459,35.514124,-5.6401258,-5.7324716,-5.8678187,-5.6693183,-6.101427,-6.764635,-6.4237166,-5.5043706,-6.4170613,-4.7548409,3
0.84785161,0.82303395,0.807797,0.82946122,0.84267733,0.85108925,0.84236128,0.81465081,0.78707943,0.76819246,0.87559439,0.85250992,0.85609036,0.86460731,0.88060696,0.87902616,0.87031752,0.85036712,0.83820067,0.8253907,0.84064822,0.87453784,0.9538155,0.87586219,0.90723956,0.8233175,0.8393984,0.89712741,0.93284747,0.87328603,2352.6706,2261.6975,2256.4988,2196.2666,2195.2057,2187.6782,2157.1661,2114.3169,1941.8768,1577.0632,1.5338418,1.5038941,1.5021647,1.4819806,1.4816226,1.4790802,1.4687294,1.4540691,1.3935124,1.2558117,0.015554559,0.016629958,0.024029585,0.017397377,0.019438092,0.015652595,0.014609387,0.019716661,0.025578737,0.030093136,18.646479,15.098833,10.279115,14.126083,12.37506,18.27269,17.621447,11.76746,9.2335322,8.035698,-3.5728497,-3.1415834,-2.5928838,-3.0543379,-2.8484327,-3.5078176,-3.3847873,-2.7693776,-2.3803261,-2.1432211,3
