MeanSC11,MeanSC12,MeanSC13,MeanSC14,MeanSC15,MeanSC16,MeanSC17,MeanSC18,MeanSC19,MeanSC20,MedianSC11,MedianSC12,MedianSC13,MedianSC14,MedianSC15,MedianSC16,MedianSC17,MedianSC18,MedianSC19,MedianSC20,MAVSC11,MAVSC12,MAVSC13,MAVSC14,MAVSC15,MAVSC16,MAVSC17,MAVSC18,MAVSC19,MAVSC20,SSISC11,SSISC12,SSISC13,SSISC14,SSISC15,SSISC16,SSISC17,SSISC18,SSISC19,SSISC20,RMSSC11,RMSSC12,RMSSC13,RMSSC14,RMSSC15,RMSSC16,RMSSC17,RMSSC18,RMSSC19,RMSSC20,VarSC11,VarSC12,VarSC13,VarSC14,VarSC15,VarSC16,VarSC17,VarSC18,VarSC19,VarSC20,KurtSC11,KurtSC12,KurtSC13,KurtSC14,KurtSC15,KurtSC16,KurtSC17,KurtSC18,KurtSC19,KurtSC20,SkwSC11,SkwSC12,SkwSC13,SkwSC14,SkwSC15,SkwSC16,SkwSC17,SkwSC18,SkwSC19,SkwSC20,Label1
0.87769371,0.88417757,0.88949741,0.88148766,0.89011979,0.8848138,0.88327505,0.85113419,0.86445927,0.85103475,0.9058906,0.90654234,0.90959363,0.90065681,0.90865737,0.90419864,0.90428337,0.87095454,0.88494743,0.86991266,0.84202507,0.76891878,0.67660418,0.70212024,0.70574304,0.68803291,0.68814485,0.69293994,0.64628033,0.59359959,2275.1159,2236.4075,2071.2077,2053.2427,2031.28,2025.0231,1924.7701,1846.814,1595.2661,1157.6849,1.5083487,1.4954623,1.4391691,1.4329141,1.4252298,1.4230331,1.3873608,1.3589753,1.2630385,1.0759577,0.011735411,0.010877398,0.01086327,0.012447305,0.011571643,0.011963167,0.011768738,0.01080971,0.010981321,0.011317886,35.016067,38.695349,39.687316,37.124177,38.785636,36.656743,34.908983,34.517464,36.105465,31.081893,-4.9546409,-5.3503017,-5.5150353,-5.2771793,-5.3981322,-5.2630611,-5.0860756,-4.9435488,-5.0853647,-4.5255789,3
0.79595524,0.75956551,0.81962618,0.78847232,0.82532369,0.82398995,0.8521877,0.82947393,0.81153598,0.83724543,0.82323445,0.775347,0.84983557,0.81373331,0.84978868,0.85053878,0.87225145,0.84786373,0.83420988,0.85393706,0.6129947,0.61328822,0.57735695,0.58720079,0.55844055,0.52807055,0.50018036,0.47744916,0.49285435,0.43603223,1013.4025,968.66184,938.66278,927.00665,920.68516,836.67859,791.37683,787.11054,778.20843,621.25348,1.006679,0.9842062,0.96884611,0.96281184,0.9595234,0.91470137,0.88959363,0.8871925,0.88216122,0.78819634,0.018372846,0.014008162,0.019771375,0.021051528,0.017502941,0.016649111,0.013258547,0.015325753,0.015027335,0.011600117,13.406597,13.465374,13.860536,11.561998,14.362955,16.090667,20.665322,18.682721,17.334235,23.491153,-2.8417932,-2.5930335,-2.9660359,-2.6027161,-3.0348839,-3.2339799,-3.6331801,-3.5302171,-3.3877514,-3.869107,3
0.91202339,0.90578774,0.90616432,0.91216298,0.90419592,0.88215955,0.89200379,0.89445708,0.88690103,0.84058541,0.93709256,0.93644305,0.93563145,0.93998753,0.93519499,0.90377809,0.91458558,0.91663023,0.90894125,0.85529362,1.0675941,0.98422353,0.96138169,0.96430083,0.95341471,0.86544956,0.91839287,0.84083068,0.82298166,0.64256733,5002.7529,3726.8675,3717.7373,3592.2029,3525.883,3339.1842,3028.9108,2834.8978,2729.716,1659.8666,2.2378026,1.9314756,1.9291083,1.8962591,1.878673,1.8282578,1.7412475,1.684558,1.6530119,1.2890028,0.011551433,0.015497904,0.011116031,0.012935011,0.012547082,0.011262001,0.010662986,0.011226507,0.011066289,0.009101501,32.026192,23.229382,31.608368,28.077458,28.398729,34.369736,32.695168,34.4091,34.005858,38.695941,-4.9043877,-4.1544256,-4.7542095,-4.5116641,-4.5352683,-5.0733956,-4.7111776,-4.9659331,-4.9414707,-5.1505973,3
0.85156297,0.84264629,0.8225562,0.82305982,0.84413738,0.79884429,0.83918954,0.82435967,0.80439048,0.80564983,0.86970749,0.86239436,0.84458593,0.8542251,0.86992154,0.81895446,0.86577022,0.85295216,0.83535688,0.8353419,0.75488253,0.75275352,0.76717203,0.78979918,0.72616332,0.71513148,0.716501,0.73847598,0.75898076,0.72575812,2059.7663,1902.6903,1808.1595,1676.3676,1668.7619,1611.099,1520.0361,1518.5147,1476.509,1267.3635,1.4351886,1.3793804,1.3446782,1.2947461,1.2918057,1.2692907,1.2328974,1.2322803,1.2151169,1.1257724,0.010078524,0.01011551,0.012305281,0.018997107,0.012912551,0.011742424,0.015297514,0.015594316,0.017572051,0.016926928,28.21146,26.224046,19.981848,13.330748,19.616885,19.869186,16.504662,15.222048,12.825544,12.116547,-4.3337427,-4.1269627,-3.5554592,-2.9613481,-3.6207895,-3.5675515,-3.3089078,-3.1303831,-2.8105852,-2.6243473,3
0.73763884,0.53706439,0.75387587,0.51988238,0.77289362,0.51211586,0.80308801,0.5237469,0.50920847,0.47312773,0.75970559,0.55176374,0.77021064,0.5294336,0.79030147,0.52456468,0.81766974,0.53195628,0.5202507,0.48142969,0.87317072,0.86207373,0.75708443,0.78393857,0.73417524,0.76094737,0.62030702,0.73180973,0.65716405,0.64064598,2064.1017,1916.88,1477.7114,1428.9812,1402.9572,1395.0186,1335.3589,1283.2793,1269.5841,1047.5476,1.4366982,1.3845144,1.2156116,1.1954,1.184465,1.181109,1.1555773,1.1328192,1.1267582,1.0234977,0.012416297,0.006328323,0.01498191,0.00628955,0.014512466,0.005917696,0.010567909,0.008350641,0.005879016,0.007016842,16.958412,15.235451,13.386416,12.285248,13.717515,13.656192,23.347027,11.453242,16.484789,12.778032,-3.0173257,-2.3001725,-2.4862107,-1.5947165,-2.5827823,-1.8773337,-3.8268449,-1.8916473,-2.3389429,-1.7296005,3
0.88308043,0.89841089,0.83466946,0.88216672,0.85863443,0.78599692,0.48889808,0.47945762,0.69056112,0.76497297,0.90461083,0.91640353,0.85521085,0.90507398,0.87913988,0.80188607,0.49663719,0.48676071,0.71256629,0.78173601,0.76093824,0.70850473,0.70794663,0.59602822,0.59432926,0.66023396,0.80930793,0.73683955,0.67467905,0.61091722,2560.5188,2117.9934,1440.3348,1327.7167,1284.8244,1176.6145,1086.7551,975.75674,768.84291,743.87117,1.6017647,1.4567903,1.2013414,1.1534199,1.1346362,1.085805,1.0435195,0.98879329,0.87771503,0.86334344,0.016373355,0.0110663,0.013134723,0.015820347,0.016090087,0.014804423,0.023430454,0.01619275,0.020116495,0.01847764,24.148415,39.142373,24.313521,24.953937,22.285802,15.805157,3.3968916,4.8161431,5.2066856,8.2656658,-4.34577,-5.3648843,-3.8355415,-4.2514586,-3.9771283,-2.9542838,-0.20179418,-0.52919508,-1.0960699,-1.6792279,3
0.48391656,0.61596974,0.57215476,0.56901445,0.65629138,0.53379283,0.60716149,0.68546788,0.68612105,0.70565061,0.48363983,0.61535719,0.57300417,0.57405446,0.65791752,0.5346289,0.60447482,0.68614562,0.69420936,0.71170018,0.68331799,0.67300595,0.53788502,0.49880308,0.62645235,0.56265163,0.63655275,0.50058688,0.42883045,0.40755044,961.44441,904.15765,885.24448,821.88142,811.81841,803.52751,803.3584,759.75891,594.18464,462.8493,0.98053272,0.95087205,0.94087432,0.90657676,0.90100966,0.89639696,0.89630263,0.87164151,0.77083373,0.68033028,0.007970798,0.011542387,0.004562737,0.003741286,0.012980076,0.005666551,0.013754393,0.005501826,0.004665717,0.005822862,7.239752,6.784768,25.607897,36.102251,7.0570815,14.721709,5.6765575,31.174533,42.903088,31.689038,0.16406356,-0.24064212,-2.5960719,-3.5013855,-0.60550502,-1.2276341,-0.15001054,-3.527681,-4.6359939,-3.6072604,1
0.64856117,0.70877532,0.69185612,0.62237759,0.79353182,0.77089526,0.80139244,0.77558492,0.57397601,0.76811658,0.65727862,0.71887239,0.69830531,0.63371876,0.7969948,0.77097089,0.80356912,0.77238044,0.58729016,0.77393277,0.51349927,0.47620957,0.47674576,0.46341992,0.46357694,0.57404302,0.48572805,0.52480443,0.44507003,0.51214034,1068.5538,755.35019,747.31146,745.85143,662.58525,639.84528,609.12814,607.58082,581.29655,568.93205,1.0337088,0.86910885,0.86447178,0.8636269,0.8139934,0.7999033,0.78046661,0.77947471,0.76242806,0.75427584,0.00411042,0.005562861,0.005042638,0.004904026,0.00671957,0.008381858,0.007258726,0.007594085,0.005435621,0.008064561,45.720161,36.47528,38.79297,29.984473,36.781422,20.035394,30.964372,24.381855,20.720161,22.124245,-4.9569019,-4.426598,-4.4818215,-3.8246894,-4.412951,-2.4152117,-3.6779537,-2.8781465,-2.8589868,-2.7808519,1
0.85971798,0.82025741,0.83659889,0.81824604,0.81504488,0.81021909,0.77361376,0.78744171,0.82442033,0.7999248,0.86375294,0.82801563,0.83567504,0.82780951,0.82092701,0.8185036,0.7836621,0.79852487,0.83669776,0.8147483,0.8646833,0.80950871,0.78976803,0.79314316,0.71936284,0.68396918,0.6450599,0.51346523,0.51891554,0.55356578,1633.9945,1302.5496,1241.7226,1212.9521,980.42167,977.09835,819.86559,747.00066,728.00103,691.47628,1.2782779,1.1412929,1.1143261,1.1013411,0.99016245,0.98848285,0.90546429,0.864292,0.85322976,0.83155053,0.007992276,0.008495062,0.009417294,0.008840766,0.010402466,0.008415335,0.010412203,0.006337423,0.006826932,0.008548682,33.523263,24.601665,21.675609,21.851607,16.484092,24.273086,14.191575,37.520722,37.946258,22.229468,-3.8496238,-2.9901813,-2.7165172,-2.7750477,-2.1522662,-3.0738421,-2.1754333,-4.2596147,-4.3733213,-2.9816638,1
0.76241419,0.79358544,0.80308608,0.81369403,0.76776806,0.85320278,0.78435971,0.76590691,0.77713368,0.83618984,0.77572023,0.80670266,0.81434423,0.82869133,0.7793179,0.86660009,0.79268739,0.77582732,0.78262077,0.84492336,0.55617378,0.53525459,0.54944497,0.4847009,0.51089165,0.40309887,0.48904103,0.49378391,0.46839259,0.35248453,789.76,753.19532,716.16419,645.89159,583.32971,503.1432,500.47932,490.59883,472.93292,402.84609,0.8891291,0.86830252,0.84668829,0.80407594,0.76414241,0.70968081,0.70779962,0.70077808,0.68804529,0.63501916,0.013424892,0.010203829,0.012185454,0.012289983,0.012890675,0.009764434,0.009609945,0.013293861,0.01098708,0.007480677,18.64475,24.714047,16.952533,23.189763,15.289503,31.594657,19.887177,13.351435,17.204479,39.355541,-3.0400079,-3.5373972,-2.7707843,-3.6239626,-2.5032296,-4.3456916,-2.7955625,-2.1836534,-2.6152299,-4.7503815,1
0.47768675,0.4220703,0.55161323,0.61804376,0.38540432,0.69393142,0.69570492,0.52175325,0.51872398,0.50576966,0.47415761,0.42080176,0.547792,0.61136785,0.38036104,0.68299599,0.68623448,0.51072407,0.50975172,0.49296799,0.72581785,0.73246991,0.72343792,0.67902138,0.68341493,0.64401649,0.66101125,0.69485366,0.66210079,0.66052149,1237.0573,1217.8599,1184.7056,1065.8448,1033.2912,985.00991,936.70971,924.37592,902.11093,864.57755,1.1127873,1.1041191,1.0889865,1.0329142,1.017018,0.99297327,0.96832193,0.96192579,0.95027046,0.93029189,0.004212027,0.003940655,0.005723661,0.00593007,0.004181409,0.006780575,0.007870547,0.006329314,0.005544013,0.006098369,16.945063,18.80225,15.004727,16.861498,17.675176,19.040159,15.668139,9.7687401,12.753044,10.251163,-0.2594186,0.2073961,-0.85290431,-1.1940909,0.85306551,-1.5412606,-1.3023853,-0.19208014,-0.42129205,-0.019141299,1
0.82463926,0.81605286,0.81697848,0.827215,0.81340428,0.81069682,0.85510645,0.85840737,0.84971179,0.83481043,0.83331175,0.82644239,0.82476204,0.83857188,0.82407515,0.8228746,0.86331093,0.87151915,0.86383705,0.84711727,0.534487,0.55209774,0.44061201,0.56322362,0.53752549,0.52577083,0.38109874,0.44345625,0.46606124,0.47694384,1251.3159,1126.7897,1036.0464,1034.204,846.57267,778.0043,753.16148,667.33487,660.88208,651.69187,1.1191821,1.0620346,1.018373,1.0174671,0.92055423,0.88248687,0.86828302,0.81731442,0.81335332,0.80767829,0.007640861,0.008788106,0.006359745,0.009901945,0.009929099,0.009753421,0.006471959,0.008151725,0.008911273,0.009363126,44.030071,34.587379,57.083048,29.241633,26.086141,26.703608,63.033298,42.847452,35.715141,29.996476,-5.3999181,-4.5537239,-6.3915351,-4.0312036,-3.6141652,-3.6486602,-6.8288438,-5.2299186,-4.5440476,-3.9866494,1
0.8362749,0.789076,0.7479431,0.8049841,0.7766752,0.8084228,0.7148199,0.8178306,0.7921934,0.8065317,0.8558032,0.8109032,0.7579201,0.8196427,0.7936754,0.8193672,0.7188776,0.8269285,0.7983071,0.8166676,0.5707123,0.5241898,0.5069817,0.4996565,0.4668586,0.4356495,0.4156915,0.3240243,0.3545838,0.2915267,947.9972,705.5281,635.9315,624.876,493.1916,474.5241,356.7678,301.8366,279.2342,273.9575,0.9736515,0.8399572,0.7974531,0.790491,0.702276,0.6888571,0.5973004,0.5493966,0.5284262,0.5234095,0.01254969,0.01222154,0.01550222,0.01285773,0.01362709,0.01473159,0.01423476,0.009958802,0.01323985,0.0088848,20.18374,16.85417,11.25581,14.69985,12.22344,14.00345,8.529329,24.0527,12.53195,29.54803,-3.414075,-2.944712,-2.311792,-2.640277,-2.305651,-2.565894,-1.476011,-3.624624,-2.153054,-4.260306,1
0.87164411,0.86894007,0.87552522,0.82375325,0.77905405,0.81390776,0.8216648,0.81261292,0.81214566,0.78319186,0.88121912,0.87972673,0.88389206,0.83353403,0.78916252,0.82378735,0.83017465,0.82086211,0.81947745,0.79227636,0.65629637,0.52526307,0.50541724,0.53120497,0.60742703,0.56497074,0.52532756,0.46900513,0.45381962,0.43853573,1779.8589,1635.7423,1599.7986,1399.0306,1314.7536,1148.4684,899.24549,726.51615,709.29077,655.93447,1.3354496,1.2802423,1.2660982,1.1839908,1.1477754,1.0727395,0.94923526,0.85321281,0.84303748,0.81070893,0.009650927,0.007641171,0.006333619,0.009359313,0.010486445,0.008956127,0.009188414,0.009468802,0.00882813,0.009295809,39.750869,51.814343,66.864853,38.927679,29.160205,32.291302,31.456605,30.277316,32.508648,27.626805,-5.2854474,-6.277208,-7.1257813,-5.3745372,-4.3327598,-4.4769213,-4.3114626,-4.2145083,-4.3535736,-3.8700897,1
0.7237042,0.7256952,0.6851345,0.6726161,0.7392195,0.65467,0.7587453,0.6931366,0.7210135,0.713543,0.72657,0.7265655,0.6856675,0.6777233,0.7395842,0.657517,0.7639487,0.6953025,0.7278738,0.7193248,0.4834736,0.4702784,0.4624626,0.4710065,0.4091626,0.4446626,0.3139549,0.4156194,0.3580757,0.3181474,742.2023,671.445,582.4976,580.0129,518.8802,455.2931,425.3398,414.5362,351.4423,327.2805,0.8619427,0.8198275,0.7635972,0.7619669,0.7206938,0.6750918,0.6525071,0.644167,0.5931223,0.5723706,0.005874218,0.005788518,0.006314333,0.007266772,0.00636989,0.009083661,0.005563104,0.008358429,0.006365403,0.006271114,30.9928,32.3432,21.97021,17.55889,28.78771,11.38004,42.31731,15.24288,26.03016,27.95611,-3.528913,-3.573623,-2.504957,-2.160031,-3.33947,-1.436002,-4.760578,-1.927693,-2.951484,-3.226354,1
0.86436257,0.76042041,0.87819633,0.68083139,0.85894701,0.88829331,0.85939284,0.82975137,0.61599279,0.82850245,0.87547932,0.76795219,0.88785618,0.69248601,0.86752985,0.89700375,0.86961367,0.84117391,0.62569791,0.83945756,0.77979488,0.83325322,0.76406109,0.74515639,0.70060855,0.57461958,0.60188969,0.69808562,0.68126684,0.60395935,2631.7075,2619.6922,2270.7952,2084.3854,1866.4297,1626.2856,1560.1546,1547.5455,1431.6768,1299.8378,1.6230656,1.6193562,1.5076698,1.4444625,1.366857,1.2758971,1.2496865,1.2446263,1.1971257,1.1406748,0.013360448,0.008325078,0.011990153,0.007129111,0.011948371,0.009439783,0.00984361,0.011563809,0.006599414,0.012764459,32.423542,30.184592,30.266124,29.682474,28.058046,40.611358,35.879553,25.260675,23.261718,25.865033,-4.8339002,-4.4266347,-4.5121797,-4.364399,-4.2593408,-5.4369441,-5.0084581,-3.8932762,-3.4832724,-4.034623,1
0.460907035,0.483423015,0.545984622,0.49898564,0.507255392,0.756378617,0.513228526,0.674810537,0.533817237,0.561492818,0.480539445,0.505334487,0.567232049,0.505361655,0.516399675,0.779363062,0.526369328,0.693518268,0.543444576,0.577257317,2.31035322,2.18419976,2.06747553,2.03165264,1.85189227,1.32100982,1.41839502,1.18044019,1.20682972,1.11579632,11221.2078,11042.9565,10647.0969,10057.7913,8087.49958,5329.18846,5024.16073,4060.69428,3552.95891,3194.94138,3.34980712,3.32309441,3.26298895,3.17140211,2.84385295,2.30850351,2.24146397,2.01511644,1.88492942,1.7874399,0.015203611,0.013524179,0.011079536,0.011794957,0.012961246,0.008965993,0.01235898,0.007251669,0.00895201,0.007901943,5.43852434,6.43037494,8.74270529,7.67500454,7.03006917,21.189886,8.09201195,19.3208575,8.86407966,10.9433877,-0.961650905,-1.23345095,-1.79020321,-1.12837315,-1.24663108,-3.59475918,-1.51581562,-3.12068658,-1.47657837,-1.87923793,2
0.682391478,0.694066815,0.471565273,0.647654441,0.799978233,0.784463013,0.586202557,0.479778165,0.732676659,0.439424303,0.720797232,0.742130613,0.495536458,0.687184136,0.840917215,0.833533624,0.627363292,0.510655394,0.779061146,0.481025571,2.23736282,2.25501711,2.09284016,1.97377027,1.88848497,1.8624308,1.83253686,1.81581404,1.7780107,1.71343115,11446.6653,11366.6479,10746.2799,8770.53688,8016.17753,7846.18828,7540.16249,7362.71704,6519.09072,5998.28371,3.38329208,3.37144597,3.2781519,2.96150922,2.83128549,2.80110483,2.74593563,2.71343271,2.55325101,2.44913938,0.01914392,0.0249268,0.012449533,0.022296975,0.017868861,0.024861109,0.017077258,0.012072845,0.021921544,0.017374616,8.0622039,7.92070734,7.80009263,6.86337183,11.2223955,9.84279444,8.39801722,6.709736,7.64005684,5.51328097,-2.08513797,-2.11544118,-1.60818034,-1.9496514,-2.591657,-2.48988445,-2.20633196,-1.43856051,-2.10005134,-1.39333288,2
0.683176231,0.513327428,0.69378567,0.655923246,0.452868729,0.547353306,0.475018486,0.722975743,0.673262308,0.659514082,0.731884047,0.543178881,0.739744116,0.684848766,0.473844619,0.580290026,0.491641689,0.768653922,0.706335315,0.682549255,2.29878144,2.10815238,2.1782007,1.87000937,1.69375588,1.55212376,1.56879001,1.56092043,1.54041996,1.52214315,13209.4535,11738.2815,10535.0057,8837.19157,7127.55858,5751.77041,5718.27794,5623.3567,5537.53707,5311.17028,3.6362998,3.4278319,3.24739145,2.97422891,2.67108466,2.39948493,2.39248865,2.37254835,2.35437468,2.3057508,0.021494462,0.01163745,0.018864725,0.013304888,0.009321899,0.012165701,0.007601697,0.025064198,0.019088222,0.014785307,9.11195545,9.11014451,8.59803354,9.98506262,9.04225407,8.82257108,9.47785412,8.17731924,8.49255082,8.95970515,-2.49989072,-2.19796821,-2.31360162,-2.40899696,-1.74385868,-2.16439269,-1.51445581,-2.23502298,-2.20468993,-2.10619604,2
0.699433825,0.614950243,0.696918533,0.766205513,0.646930015,0.770333126,0.773342101,0.591632005,0.735822731,0.683919331,0.730614332,0.641017657,0.713522796,0.794779718,0.664651675,0.800097574,0.797184408,0.611586275,0.756222424,0.702744834,1.95563101,1.98131053,1.65938857,1.73041355,1.43026791,1.33209897,1.27698857,1.23891203,1.20680263,1.18132899,10342.0137,10172.348,8883.01135,8169.84168,5969.89759,4324.48217,4135.26629,4073.84827,3686.44674,3659.8716,3.21590013,3.18941186,2.98043811,2.85829349,2.44333739,2.07953893,2.03353542,2.01837763,1.92001217,1.91307909,0.021646316,0.01950556,0.010788085,0.017720264,0.014058361,0.016920771,0.012364282,0.015444069,0.012787459,0.012805649,9.34567742,7.73455042,14.1698741,11.168414,9.9171785,10.7233636,13.8930648,8.53592323,12.3379479,10.9056909,-2.36182417,-1.90154439,-2.63109026,-2.62977511,-2.01615417,-2.4361668,-2.61988434,-1.7740374,-2.39483733,-2.15693045,2
0.679181601,0.639419118,0.450739663,0.599345276,0.425704227,0.472024475,0.671693671,0.680702678,0.550809307,0.636821912,0.718069811,0.672901865,0.46482139,0.609157615,0.42925715,0.478649883,0.690699362,0.694073217,0.563964543,0.644684848,1.86302232,1.78718415,1.70658478,1.50987661,1.52500472,1.4550706,1.29641612,1.33563346,1.25433583,1.30935913,8845.61341,8611.44358,7691.54931,6343.75133,6182.43796,5880.99235,5653.6067,5551.14264,5501.69642,4939.79416,2.97564579,2.93599449,2.77475198,2.51994076,2.48769504,2.42628919,2.37892118,2.35726523,2.3467432,2.22367689,0.01492923,0.014838781,0.007277717,0.010188688,0.007392403,0.006915021,0.016608362,0.012408159,0.007914837,0.012003826,11.2120407,10.2123331,10.2262667,11.6118624,10.5443628,11.2499652,11.9081563,12.1216427,13.8800307,10.0358977,-2.65269964,-2.47352339,-1.25986356,-1.95030377,-1.01600674,-1.38022813,-2.56859069,-2.35923768,-2.50422567,-1.79801901,2
0.460038339,0.377642637,0.316262274,0.809366172,0.491553739,0.449668475,0.527665091,0.571153192,0.495558753,0.452751217,0.477539731,0.390335534,0.31541176,0.831496353,0.49751802,0.453515916,0.542413054,0.576863635,0.504870662,0.46550245,1.7921118,1.82676854,1.84751747,1.51128716,1.78760494,1.81514202,1.37967009,1.54783692,1.3999042,1.26989755,8653.91868,7751.32266,7398.2173,7379.72,7319.25505,7101.4712,5680.82546,5538.14576,4893.59758,4326.17407,2.94322634,2.78551283,2.72132742,2.71792331,2.7067659,2.666192,2.38464085,2.35450408,2.21325464,2.08098644,0.00852083,0.007824063,0.008462164,0.012741025,0.012464761,0.010136554,0.007721036,0.012664003,0.007375696,0.008823678,10.2637879,8.63587313,8.24176385,16.7108667,7.77106823,7.99578579,12.511937,8.8162422,10.9067407,9.81132701,-1.72603971,-0.717071391,0.573898645,-3.22779836,-1.05097287,-0.661180025,-2.27178349,-1.42514365,-1.33988802,-1.58161143,2
0.44437528,0.77391626,0.43403672,0.3227593,0.52009863,0.52580101,0.50706824,0.46659644,0.49001684,0.5812151,0.45896903,0.7954048,0.44570033,0.31968348,0.52858804,0.54129599,0.51940638,0.46556244,0.49880836,0.58906634,1.4337545,1.2330251,1.3768653,1.4353938,1.2578818,1.0659716,1.0443597,1.2513957,1.1231619,1.1122881,6156.2795,5959.1608,5559.5916,5213.9536,5045.6015,4178.707,3867.7081,3863.5508,3856.7493,3745.5718,2.4824266,2.4423607,2.3590585,2.2845509,2.2473656,2.0452115,1.967633,1.9665753,1.9648435,1.9363164,0.007920543,0.009006308,0.006774446,0.006840384,0.00838706,0.005669735,0.005276899,0.008031093,0.004982018,0.006516906,11.456779,26.076876,11.304478,11.004296,12.173709,23.518914,23.307085,9.6802976,20.258556,19.073457,-1.6235727,-4.2999863,-1.1610971,0.68772179,-1.5876922,-3.4644017,-3.2381168,-0.84442505,-2.4901385,-2.7892976,2
0.648078339,0.590038156,0.681548187,0.577085154,0.522140539,0.609604004,0.728692982,0.673782419,0.717300779,0.673436608,0.662831126,0.588761553,0.705351363,0.566247571,0.514354949,0.604573491,0.737631615,0.665521112,0.718698701,0.668956699,2.10987129,2.17485735,1.88726969,2.03469133,1.78452073,1.37959513,1.13880939,1.17311088,1.07582785,1.09208732,10441.8268,9258.51902,8348.08743,7786.8282,5597.21814,3551.97145,2793.16893,2555.69253,2348.74883,2209.84558,3.23138157,3.04278146,2.8893057,2.79048888,2.36584406,1.88466746,1.67127764,1.59865335,1.53256283,1.48655494,0.017524171,0.017666654,0.018231589,0.017415001,0.018077861,0.014105619,0.016961749,0.015950165,0.015656834,0.017711266,7.19258172,5.48095761,7.36737931,5.67755536,4.4371823,5.99383011,8.51369356,6.19409467,7.21649298,5.74662231,-1.50535827,-0.579483989,-1.75585911,-0.474084466,-0.065084844,-0.491061371,-1.65410599,-0.706537516,-1.21053175,-0.763389283,2
0.50818946,0.55117315,0.66967471,0.57454535,0.58939997,0.68515249,0.6920415,0.66870508,0.68024367,0.63232327,0.49635406,0.54370542,0.66617533,0.56520628,0.58408874,0.68242501,0.68651706,0.66956578,0.68996827,0.63858508,2.0991038,2.0876867,1.8502851,1.7455622,1.6759926,1.4080935,1.2083284,1.1241793,1.0576631,1.0750715,8503.6395,8139.9809,7969.5607,6210.229,5481.725,4618.8408,3152.3504,2688.3896,2646.0009,2571.961,2.9175592,2.8544928,2.8244536,2.4932801,2.3424799,2.1502242,1.7763744,1.6404514,1.6274672,1.6045359,0.019945997,0.018125909,0.011057421,0.014266075,0.013268465,0.011354126,0.01232897,0.015220088,0.01723385,0.019654592,4.9819646,4.904727,10.093864,6.2622495,7.0839552,12.586521,10.45047,7.9969557,8.7229617,7.4703196,-0.064577364,0.047921251,-1.3140869,-0.37065125,-0.64261217,-1.7733015,-1.4219813,-1.2536259,-1.6817004,-1.3714244,2
0.52457362,0.64839849,0.65607457,0.5066322,0.6318725,0.49427231,0.60950097,0.59050839,0.63732663,0.48213157,0.53515186,0.66662553,0.67532505,0.51898574,0.6589403,0.50823561,0.63027703,0.61589394,0.6574851,0.49308041,1.6675962,1.5982329,1.585646,1.5244659,1.5551777,1.3724305,1.2145105,1.1384936,1.0700473,0.98965769,9255.8928,8115.478,7615.6349,7114.9106,6789.521,5467.4949,3781.5227,3464.675,3128.5159,3029.7644,3.0423499,2.8487678,2.759644,2.667379,2.6056709,2.3382675,1.9446138,1.8613637,1.7687611,1.7406218,0.00892902,0.01401393,0.012526211,0.008288793,0.017743654,0.008158408,0.01256096,0.015267406,0.012364359,0.00710779,12.346171,13.122433,10.938087,13.448823,8.9951563,13.021706,10.419943,10.200398,10.908528,12.336804,-1.9737115,-2.7402244,-2.271651,-2.1931118,-2.0626942,-2.0036125,-2.1444744,-2.1954579,-2.2732003,-1.6031057,2
0.66715218,0.666093864,0.618086163,0.639654689,0.839354367,0.654936876,0.818350601,0.706233461,0.794784335,0.724865551,0.698139367,0.689916138,0.64855879,0.672920627,0.874049463,0.674337259,0.852534118,0.741755073,0.831113585,0.764163218,2.22417966,2.01387,1.90122783,1.76440997,1.71035589,1.6557766,1.56523558,1.52433272,1.45751425,1.42961554,11242.5579,9777.49247,7948.65175,6958.94472,6812.05988,6752.90845,5483.9592,5196.49748,4785.45058,4301.11453,3.35299238,3.12689822,2.81933534,2.63798118,2.60999231,2.59863588,2.34178547,2.27958274,2.18756728,2.07391286,0.022459103,0.022581274,0.020756599,0.020967378,0.015099351,0.017999747,0.015559804,0.017203977,0.014795622,0.020644895,6.2475498,6.66802608,5.54152189,6.50607053,15.6231018,7.24058266,14.6321708,8.32825126,13.2649414,8.60851651,-1.46047951,-1.45457403,-1.14169936,-1.46752415,-2.96052478,-1.36119578,-2.78311529,-1.89363881,-2.60798397,-1.97047487,3
0.827618239,0.712161293,0.728002262,0.549013205,0.810098009,0.831674742,0.546276193,0.602662275,0.72532018,0.628481033,0.918948248,0.805594974,0.818603708,0.610593697,0.905677617,0.919634981,0.616484405,0.675165624,0.817926706,0.697933139,3.46491019,3.61530433,3.6351295,3.50614502,3.50520207,3.31365229,3.46106762,3.39357208,3.31598526,3.05209618,20957.1952,20749.5728,20705.3636,20437.2284,20434.0958,19768.1439,19305.332,18492.0138,16851.7952,16520.6006,4.5801936,4.5574492,4.55259154,4.52301737,4.52267071,4.44836283,4.39598188,4.30238588,4.1071479,4.06658797,0.042130792,0.042098926,0.037323495,0.020299495,0.045341945,0.039783445,0.022931006,0.024118127,0.040626473,0.023752452,6.05285678,4.26205986,4.24406686,4.66849194,5.04922365,6.80691361,4.60106269,4.56431153,3.99666687,6.24942763,-1.87687152,-1.5064044,-1.49059341,-1.49647581,-1.68150768,-2.00535404,-1.47900543,-1.49978046,-1.41596842,-1.86588489,3
